ID,abort,church,gay,imm,tax,temp
1203,1,1,1,1,0,1
1205,1,1,1,1,1,1
1206,1,1,1,1,1,1
1207,0,1,1,0,1,1
1208,1,1,1,1,1,0
1209,1,1,1,1,1,1
1210,0,1,1,1,1,1
1211,0,0,0,0,0,0
1213,1,1,1,1,1,1
1214,0,1,1,1,0,0
1216,0,0,0,0,0,0
1217,1,1,1,1,1,0
1218,0,1,0,1,1,1
1219,0,1,1,1,1,0
1220,1,1,1,1,1,1
1222,1,1,1,1,0,0
1223,0,1,0,1,1,0
1224,1,1,1,1,1,1
1225,0,0,0,0,1,0
1226,1,1,1,0,0,1
1228,0,1,1,0,1,0
1229,1,0,1,1,1,1
1230,1,1,1,1,1,1
1231,0,1,1,0,1,1
1232,1,0,0,0,1,0
1233,1,1,1,1,1,1
1234,1,1,1,1,0,1
1235,1,0,1,1,1,1
1236,1,1,1,1,1,1
1237,1,0,0,0,1,0
1238,1,1,1,1,1,1
1239,0,1,0,1,1,1
1240,0,0,0,1,1,0
1242,1,1,1,0,1,1
1243,1,1,1,1,1,0
1246,0,1,1,0,0,1
1247,0,0,1,0,1,0
1248,0,0,0,1,1,1
1249,0,1,1,0,0,0
1250,0,1,1,1,0,1
1251,1,1,1,1,1,1
1252,0,0,1,0,0,1
1253,1,1,1,1,1,1
1254,1,1,1,1,1,1
1255,1,1,1,0,1,1
1256,0,0,0,1,1,0
1257,1,1,1,1,0,1
1258,0,0,1,1,1,1
1259,0,0,0,1,0,0
1260,0,0,0,1,0,0
1261,0,0,0,1,1,0
1262,0,0,0,0,0,0
1263,1,1,1,1,0,1
1264,0,1,1,0,1,0
1265,0,0,1,1,1,1
1266,0,0,0,1,0,0
1267,1,1,1,1,1,0
1268,0,0,0,0,0,0
1269,1,1,1,1,1,1
1270,1,0,1,1,1,1
1271,1,0,1,1,1,1
1272,0,0,1,1,1,1
1273,0,0,0,1,0,0
1274,0,0,0,0,1,1
1275,0,1,1,1,0,0
1276,1,1,1,1,0,0
1277,0,0,1,1,0,0
1278,1,1,1,1,1,1
1279,0,0,0,1,1,1
1280,0,1,1,1,1,0
1281,0,1,0,1,1,1
1282,0,1,1,0,0,0
1284,1,0,0,0,0,0
1285,1,1,1,1,1,0
1286,1,1,1,1,1,1
1287,1,1,1,1,1,1
1288,0,0,1,0,1,1
1289,0,0,1,0,0,1
1290,1,1,1,1,1,1
1291,0,1,0,1,0,1
1292,1,1,1,1,1,1
1293,0,1,1,1,0,1
1294,0,1,0,0,0,0
1295,1,0,1,1,1,1
1296,0,0,0,0,1,1
1297,0,0,0,1,0,0
1298,1,1,1,1,1,0
1299,0,1,1,0,1,1
1301,1,1,1,1,1,1
1302,0,0,0,0,0,1
1303,0,0,0,1,1,1
1304,0,0,0,0,1,0
1305,0,1,1,1,1,1
1307,1,1,1,1,1,1
1309,0,0,0,1,1,1
1310,0,0,0,1,1,0
1311,0,0,1,0,1,1
1312,1,1,1,1,0,0
1313,0,0,0,0,0,0
1314,0,0,0,1,1,0
1315,0,0,0,0,1,0
1316,1,1,1,1,1,1
1318,1,1,1,1,1,1
1319,1,1,1,1,1,1
1320,0,1,0,1,0,1
1321,1,1,1,1,1,1
1322,0,0,0,0,1,0
1323,0,1,1,1,1,1
1325,1,0,1,1,1,1
1326,0,0,0,0,0,0
1327,0,1,0,0,0,0
1328,0,0,1,1,0,0
1329,0,0,0,1,0,0
1330,0,0,0,1,1,1
1331,1,1,1,1,1,1
1332,0,0,0,1,0,0
1333,0,1,0,1,1,0
1334,1,0,1,0,1,0
1335,0,1,0,1,1,1
1336,0,0,1,1,0,0
1337,0,0,0,0,0,0
1338,1,1,1,1,1,1
1339,0,0,0,1,0,0
1340,1,0,1,1,1,1
1341,1,0,1,1,1,1
1342,1,0,1,1,1,1
1343,0,0,0,0,0,0
1344,1,0,1,1,1,1
1345,0,0,0,1,0,0
1347,1,1,1,1,1,1
1348,0,0,0,1,0,0
1349,0,0,0,1,1,0
1350,1,1,1,1,0,1
1352,0,1,1,1,0,0
1353,1,1,1,1,1,1
1354,1,1,1,1,1,1
1356,1,1,0,1,1,0
1358,0,0,1,1,1,1
1359,1,1,1,1,1,1
1360,0,1,1,1,1,1
1361,0,1,1,0,0,0
1362,1,1,1,1,1,1
1365,1,0,1,0,0,0
1367,0,1,1,1,0,0
1368,1,1,0,0,0,0
1369,0,0,1,1,1,1
1370,1,1,1,1,1,1
1371,1,1,1,1,1,1
1372,1,1,1,1,1,1
1373,0,0,0,0,1,0
1374,1,1,1,1,1,1
1375,0,0,1,1,1,1
1377,1,1,1,1,1,1
1378,1,0,1,1,0,1
1379,0,0,1,0,0,0
1380,0,0,0,1,0,0
1382,0,0,1,0,0,0
1383,0,0,0,1,0,0
1384,1,0,1,1,0,0
1387,1,1,0,0,0,0
1389,1,1,1,1,1,1
1390,0,0,0,1,0,0
1392,0,0,0,0,0,0
1394,1,1,1,1,1,1
1395,1,1,1,1,1,1
1397,1,0,1,0,1,0
1398,0,0,1,1,0,1
1399,1,0,1,1,1,1
1400,1,1,1,1,1,1
1401,1,1,1,1,1,1
1402,0,0,0,0,0,0
1403,0,0,1,0,1,0
1404,1,0,1,1,1,1
1405,1,1,1,1,1,1
1406,0,0,1,1,1,1
1407,1,0,1,1,1,1
1408,1,1,1,1,1,1
1410,1,1,1,1,1,1
1411,1,1,1,1,1,1
1412,1,0,1,1,0,0
1413,0,0,0,0,0,0
1415,0,0,0,0,0,0
1416,1,0,1,0,1,1
1418,0,0,0,1,0,0
1419,1,0,1,1,1,0
1420,0,0,0,0,0,0
1421,1,0,1,1,1,1
1422,1,1,1,1,1,1
1423,0,1,1,0,1,0
1424,0,0,1,1,0,0
1425,0,0,1,1,0,1
1426,0,0,0,1,0,1
1427,1,1,1,0,1,1
1428,1,0,1,1,1,1
1429,1,1,1,1,1,0
1430,1,1,1,1,1,1
1431,0,1,1,0,0,1
1432,1,0,1,1,0,1
1433,0,0,0,1,0,0
1434,1,1,0,0,1,1
1435,1,1,0,0,1,1
1436,1,0,1,0,1,1
1437,0,0,0,1,0,1
1438,1,1,1,1,1,1
1439,0,1,0,1,1,1
1440,1,0,1,1,1,1
1441,0,0,1,1,1,1
1442,1,1,1,1,1,0
1443,1,1,1,1,1,1
1444,1,1,0,0,0,0
1445,1,1,1,1,1,1
1446,0,0,1,0,1,0
1447,1,1,0,1,1,1
1448,0,1,0,1,1,0
1449,0,0,0,0,1,1
1450,1,1,1,1,1,1
1451,0,0,0,0,0,0
1452,0,1,1,1,0,0
1453,0,1,0,0,0,0
1454,1,1,1,1,1,1
1455,0,0,0,1,1,0
1456,1,1,1,1,1,1
1457,1,0,1,1,1,1
1458,1,0,1,1,1,1
1459,1,0,1,1,1,1
1460,0,0,0,1,1,1
1461,1,1,1,1,1,1
1462,0,0,0,1,0,1
1463,1,0,0,0,0,1
1466,0,0,1,0,0,0
1467,1,1,1,0,1,1
1468,1,1,1,1,1,1
1469,0,1,1,1,1,1
1470,0,0,0,0,0,0
1471,1,0,0,0,0,1
1472,1,1,1,1,1,1
1474,1,0,1,1,1,1
1475,0,0,1,0,1,1
1476,0,0,0,0,0,0
1477,0,1,0,1,1,0
1478,1,1,1,1,1,1
1479,1,1,1,1,1,1
1480,0,0,0,1,1,1
1481,0,0,0,1,1,1
1482,0,0,1,0,1,0
1483,1,1,1,1,1,0
1484,1,1,1,1,1,1
1485,0,0,1,1,0,0
1487,1,1,1,1,1,1
1490,0,0,1,0,0,1
1492,0,1,1,0,1,1
1493,1,1,1,1,1,1
1494,0,1,0,0,1,0
1495,1,0,1,1,1,1
1497,1,0,1,1,1,1
1498,0,1,1,1,1,1
1500,0,0,0,0,0,0
1501,0,1,0,1,0,0
1502,0,1,1,1,1,1
1503,1,1,1,1,1,1
1504,1,1,1,1,1,1
1505,1,0,0,0,1,0
1506,1,1,1,1,1,1
1507,0,0,0,1,1,1
1509,1,0,1,1,0,0
1510,0,0,0,1,1,0
1511,0,1,0,1,0,0
1512,1,0,1,1,1,1
1513,0,1,0,1,0,1
1514,1,0,1,1,0,1
1516,1,1,1,1,1,1
1517,1,1,1,1,1,1
1518,1,1,1,0,1,1
1519,1,1,1,0,0,0
1520,1,1,1,1,1,1
1521,0,0,1,1,1,0
1522,0,0,1,1,0,1
1523,0,0,1,0,1,0
1524,1,1,1,1,0,0
1525,1,1,1,1,1,1
1528,1,1,1,0,0,1
1529,1,1,1,1,0,1
1530,1,1,0,1,1,1
1531,1,1,1,1,1,1
1532,0,1,1,1,1,1
1533,1,1,1,1,1,0
1534,0,0,0,1,0,0
1535,1,1,1,1,1,1
1536,0,0,0,0,1,0
1537,0,1,0,0,1,1
1538,0,1,0,1,1,1
1539,1,1,1,1,1,1
1540,1,1,1,0,0,0
1541,1,1,1,1,1,1
1542,0,0,0,1,0,0
1543,0,0,0,0,1,1
1544,1,1,1,1,1,1
1545,0,0,1,0,0,0
1547,0,0,0,0,0,0
1548,0,0,0,1,1,0
1549,0,1,1,1,1,0
1550,0,0,0,0,1,1
1551,1,1,1,1,1,1
1552,0,1,1,1,1,0
1553,0,1,1,1,1,1
1554,0,0,0,0,0,0
1555,1,0,1,1,1,1
1556,0,0,0,0,0,0
1558,0,0,1,1,1,1
1559,1,1,1,1,1,1
1560,0,0,1,1,1,1
1561,1,0,1,1,1,1
1562,0,0,1,1,1,1
1563,1,1,0,0,1,1
1566,1,1,1,1,1,1
1567,0,0,1,0,0,0
1568,1,0,1,1,1,1
1569,1,1,1,1,1,1
1570,0,1,1,1,1,0
1571,1,1,0,0,0,0
1573,0,0,1,1,0,0
1574,1,1,1,1,1,1
1575,1,1,1,1,1,1
1576,0,0,0,0,0,0
1577,1,1,1,1,1,1
1578,0,1,1,0,1,1
1581,0,0,0,1,1,0
1582,0,0,1,1,0,0
1583,1,0,1,0,1,1
1584,0,1,0,1,1,1
1585,0,0,0,1,0,0
1586,0,1,1,0,1,0
1587,1,1,1,1,1,1
1588,1,0,1,0,1,1
1589,0,0,0,0,0,0
1590,1,1,1,1,1,1
1591,0,0,0,0,0,0
1592,0,1,0,1,0,1
1593,1,1,1,1,1,1
1594,0,1,1,1,1,0
1595,0,0,0,0,0,0
1596,0,0,0,1,1,1
1597,0,1,1,0,0,0
1598,1,1,0,1,1,1
1599,0,1,1,1,0,1
1600,0,0,1,1,0,1
1603,0,0,0,0,0,0
1604,1,1,1,1,1,1
1605,1,1,1,1,1,1
1606,1,1,0,0,1,1
1607,0,0,0,0,1,1
1608,1,1,1,1,1,1
1609,0,1,1,0,0,0
1610,1,1,1,1,1,1
1611,0,1,1,1,1,1
1612,0,0,0,1,1,0
1613,0,0,0,1,0,1
1614,1,0,1,0,1,1
1615,1,0,1,1,1,1
1616,0,0,1,0,0,0
1617,0,0,0,1,0,0
1618,1,1,1,1,1,1
1620,1,0,1,1,1,1
1621,0,0,1,1,1,1
1622,1,1,1,1,1,1
1624,0,0,1,0,0,1
1625,1,1,1,1,1,1
1626,1,0,1,1,1,1
1627,0,0,0,0,0,0
1628,1,1,1,1,1,1
1629,0,0,0,1,1,0
1630,0,1,0,0,0,0
1631,0,1,1,1,1,1
1632,1,1,1,1,1,1
1634,1,1,1,1,1,1
1635,0,0,0,1,0,0
1636,0,0,1,1,1,1
1637,1,1,1,0,0,0
1638,1,0,1,1,1,1
1639,1,1,1,1,1,1
1640,0,0,0,1,1,0
1641,1,1,1,1,1,1
1642,1,0,1,1,1,1
1643,1,1,1,1,1,0
1644,1,0,1,0,1,1
1645,0,1,1,0,1,0
1646,0,0,1,1,1,1
1647,0,0,0,0,0,0
1648,0,1,0,1,0,0
1649,1,1,0,1,0,0
1650,0,1,1,1,1,1
1651,1,1,1,1,1,0
1652,0,0,1,1,1,1
1653,0,0,0,0,0,0
1654,1,1,1,0,0,0
1655,0,0,0,1,0,0
1656,0,0,0,1,1,0
1657,1,1,1,1,1,1
1658,0,1,0,1,1,1
1659,1,1,1,1,1,1
1660,1,1,1,0,0,0
1661,0,0,1,1,0,0
1663,1,1,1,1,1,1
1664,1,0,1,1,1,1
1665,1,0,1,1,0,1
1666,1,1,1,1,1,1
1667,1,1,1,1,0,0
1668,0,0,0,0,0,0
1671,1,0,1,1,1,1
1672,1,1,1,1,1,1
1674,0,0,0,0,1,0
1675,1,1,1,1,0,0
1676,1,1,1,1,1,1
1677,1,1,1,1,0,1
1678,0,0,0,1,1,1
1679,0,1,1,1,1,1
1680,0,0,0,1,1,0
1681,1,0,1,1,0,1
1682,1,0,1,1,1,1
1683,0,1,1,1,1,1
1685,0,0,0,0,0,0
1686,1,0,1,0,0,1
1687,0,0,0,1,0,1
1688,0,0,1,1,0,0
1689,1,1,1,1,0,1
1690,1,1,0,1,0,0
1691,1,1,1,1,1,1
1692,1,1,1,1,1,1
1693,1,0,0,0,0,0
1694,1,1,1,1,1,1
1695,0,1,0,1,1,1
1697,1,1,1,1,1,0
1698,0,0,1,1,0,0
1700,0,1,0,1,0,0
1701,0,0,0,1,1,1
1702,1,1,1,0,0,0
1703,1,1,1,1,1,0
1704,1,1,1,1,1,1
1705,0,1,1,1,1,1
1706,0,0,0,1,1,1
1707,1,1,1,1,1,1
1708,1,0,1,1,1,1
1709,1,1,0,1,1,1
1710,1,1,1,1,1,1
1712,0,1,0,0,1,1
1713,0,0,0,1,0,1
1714,1,1,1,1,1,1
1715,1,1,1,1,1,1
1716,0,0,1,1,0,0
1717,0,0,0,1,0,0
1718,1,1,1,1,1,1
1719,1,1,1,1,1,1
1720,0,0,0,1,1,1
1721,1,1,1,1,1,1
1722,1,0,1,1,1,1
1723,1,1,1,1,1,1
1724,0,0,1,1,0,1
1725,1,1,1,1,1,1
1726,1,1,1,1,1,1
1727,0,1,1,1,0,1
1728,0,0,1,0,0,0
1729,1,1,1,1,1,1
1731,0,0,0,1,0,0
1732,0,0,1,1,0,0
1733,1,0,1,1,1,1
1734,0,1,1,0,1,1
1735,0,0,1,1,1,1
1736,0,0,0,1,1,0
1737,0,0,0,0,0,0
1738,0,0,0,1,0,1
1739,1,1,0,0,1,0
1740,0,0,0,1,1,1
1741,1,0,1,0,0,0
1742,0,0,1,1,0,1
1743,0,1,1,0,0,0
1744,1,1,1,1,1,1
1745,0,1,1,1,1,0
1746,0,0,0,1,0,0
1747,1,0,0,1,1,0
1748,1,0,1,1,1,0
1749,0,1,1,1,1,1
1750,0,0,0,0,0,1
1752,0,0,0,1,1,1
1753,1,1,1,1,1,1
1754,1,1,0,0,1,0
1755,0,1,1,1,1,1
1756,0,1,0,1,1,1
1757,0,0,1,0,0,0
1758,0,0,0,0,1,1
1759,1,0,1,1,1,0
1760,1,1,1,1,1,1
1761,1,1,1,1,1,0
1762,1,1,1,1,1,1
1763,1,0,1,1,1,1
1764,1,1,1,1,1,1
1765,0,1,0,0,1,0
1766,1,1,1,1,1,1
1767,1,1,1,1,1,1
1768,1,0,1,0,0,1
1769,0,1,1,0,0,0
1770,0,0,0,1,1,0
1771,0,0,0,1,1,1
1772,0,0,0,0,1,0
1773,1,1,1,1,1,1
1774,0,0,0,0,1,0
1777,0,0,0,1,1,1
1779,0,0,0,1,1,0
1781,1,1,0,1,0,0
1782,1,0,1,1,0,0
1783,0,1,0,1,0,1
1784,0,1,0,1,1,1
1785,0,0,0,0,0,0
1786,1,0,1,0,1,0
1787,0,1,1,1,1,1
1788,0,0,0,1,1,1
1789,0,0,0,0,1,0
1790,0,1,1,1,1,0
1791,0,0,0,1,0,0
1792,0,0,1,1,0,1
1793,1,1,1,1,1,1
1794,0,0,0,0,0,1
1795,0,0,0,1,0,0
1796,1,0,1,0,1,0
1797,0,0,0,1,0,1
1798,0,1,1,0,0,0
1799,0,0,0,1,1,1
1801,0,1,1,1,1,0
1802,1,1,1,1,1,1
1803,1,0,1,1,1,1
1804,0,0,0,1,0,0
1805,1,1,1,1,1,1
1806,1,0,1,1,1,1
1807,1,1,1,1,1,1
1808,1,0,0,1,1,1
1809,0,0,1,1,1,0
1810,0,0,1,1,1,0
1811,1,0,1,1,1,1
1812,1,1,1,1,0,0
1813,1,1,1,1,1,1
1814,0,1,0,1,0,0
1815,0,1,0,1,1,1
1816,0,0,0,1,1,0
1817,0,0,1,1,1,0
1818,1,1,1,0,0,1
1819,0,1,1,1,1,0
1822,0,0,1,1,0,0
1823,1,1,1,1,0,1
1824,1,1,1,1,1,1
1825,0,0,1,0,0,0
1826,0,0,0,1,1,1
1829,1,1,1,1,1,1
1830,1,1,1,1,1,1
1831,1,1,0,1,1,1
1832,1,1,1,1,0,1
1833,1,1,1,1,1,1
1834,0,1,1,0,0,0
1835,0,0,0,1,1,0
1836,0,0,1,1,1,1
1837,1,1,1,0,0,0
1838,1,1,1,1,1,1
1839,1,1,1,1,0,1
1840,1,1,1,1,1,1
1841,0,0,0,1,0,0
1842,0,0,1,1,0,0
1844,1,1,1,1,1,1
1845,0,1,1,1,1,1
1846,1,0,1,1,1,1
1847,1,1,1,1,0,0
1848,0,1,0,0,1,0
1849,0,0,0,0,1,0
1850,1,0,1,1,1,1
1851,0,0,0,0,0,0
1852,1,1,1,1,0,0
1853,1,0,1,1,1,1
1854,0,0,0,0,0,0
1855,1,1,1,1,1,1
1856,1,1,1,1,1,1
1857,1,0,1,0,1,0
1858,0,0,0,1,1,0
1859,0,1,1,0,0,0
1861,1,1,1,1,1,1
1862,1,1,1,1,1,1
1863,0,0,1,0,0,1
1864,0,0,0,1,1,0
1866,1,1,1,1,1,1
1867,0,0,1,1,1,1
1868,1,1,1,1,1,0
1869,1,1,1,1,1,1
1870,0,1,0,1,0,1
1871,0,0,1,1,0,0
1872,1,0,1,1,1,1
1874,0,0,0,1,0,0
1875,1,1,1,1,1,1
1877,0,1,1,1,1,1
1878,1,0,1,1,1,1
1879,1,1,0,1,1,1
1880,1,1,1,1,1,1
1881,1,0,1,1,1,1
1882,1,1,1,1,1,1
1883,1,1,1,1,1,1
1884,0,0,0,0,1,1
1885,0,0,0,1,1,1
1886,0,1,0,1,0,0
1887,1,1,1,0,0,1
1888,0,1,0,0,0,0
1889,1,1,1,1,1,1
1890,1,1,1,1,1,1
1892,0,0,1,1,0,0
1893,1,1,0,0,1,0
1894,1,1,1,1,1,1
1895,0,1,1,0,0,0
1896,1,1,0,0,1,1
1897,1,1,1,1,0,0
1898,0,1,0,1,0,0
1899,1,1,1,1,1,1
1901,1,1,1,1,1,1
1903,0,0,0,0,0,0
1904,0,0,1,1,1,0
1905,0,0,1,0,0,0
1906,1,1,1,1,1,1
1908,0,0,1,1,1,0
1909,0,1,1,1,1,0
1910,0,0,0,1,0,0
1911,0,0,0,1,1,1
1912,0,0,0,0,0,0
1913,0,1,0,0,0,0
1916,1,1,1,1,1,1
1917,1,0,0,1,0,0
1918,0,1,0,1,1,0
1919,0,0,0,0,0,0
1920,1,1,1,0,1,1
1921,1,0,1,1,1,1
1922,1,0,1,0,1,0
1923,1,1,1,0,0,0
1924,0,0,1,1,0,0
1926,0,1,1,1,0,0
1927,0,0,1,1,0,0
1928,1,0,1,1,1,1
1929,1,1,1,0,1,0
1930,0,0,0,0,0,0
1931,0,0,1,1,1,1
1932,1,0,1,1,1,1
1934,1,1,1,1,1,1
1935,1,0,0,1,1,1
1936,1,1,1,1,0,1
1937,0,0,0,0,1,0
1938,1,1,1,1,1,1
1939,0,0,0,1,1,1
1940,1,1,1,1,1,1
1941,0,0,0,0,1,0
1942,0,0,0,0,1,1
1943,0,1,1,1,0,0
1944,1,0,1,1,1,1
1945,1,0,1,1,0,1
1946,1,1,0,1,1,0
1947,0,1,0,0,1,0
1948,1,0,0,1,0,1
1949,0,1,1,0,0,0
1951,1,0,1,0,0,0
1952,0,1,0,0,1,1
1953,1,0,1,1,0,0
1954,0,1,0,0,0,0
1955,0,0,0,0,0,0
1956,0,0,0,0,1,0
1957,1,0,1,0,1,1
1958,1,1,1,0,1,0
1959,0,0,0,0,0,0
1960,0,0,0,0,1,0
1961,0,1,1,0,0,0
1963,1,1,1,1,1,1
1965,0,0,1,1,1,0
1967,1,0,1,1,1,1
1968,0,0,1,0,1,0
1969,1,1,1,0,1,1
1971,0,0,0,1,0,0
1972,1,1,1,1,1,1
1973,1,1,1,1,1,1
1974,0,0,0,1,1,1
1975,1,1,1,1,1,1
1976,0,1,0,1,1,0
1977,1,0,1,1,1,1
1978,1,1,1,1,1,1
1979,1,1,1,1,1,1
1980,0,0,0,0,1,0
1982,1,1,1,1,1,1
1983,0,0,1,1,1,1
1984,0,1,0,1,1,1
1985,0,0,0,0,0,0
1987,0,0,0,1,0,0
1988,1,1,1,1,1,1
1989,0,0,1,1,0,0
1990,0,1,1,1,1,1
1991,0,0,0,1,1,1
1992,1,1,1,1,1,1
1995,1,1,1,1,1,1
1996,0,0,1,0,1,1
1997,1,1,1,1,1,1
1998,1,1,1,1,1,1
1999,0,0,0,1,1,1
2000,0,1,0,0,0,0
2001,1,1,1,1,1,1
2002,1,1,1,1,1,1
2004,1,1,1,1,1,1
2005,0,1,0,1,0,0
2006,1,0,0,1,1,1
2007,1,0,1,1,1,1
2008,0,0,1,0,0,1
2009,1,0,1,0,1,1
2010,0,0,1,0,1,1
2011,0,1,1,1,1,0
2012,1,1,1,1,1,1
2013,1,1,1,1,1,1
2014,0,1,1,1,1,1
2015,0,0,0,0,1,0
2016,1,0,1,1,1,1
2017,1,1,1,1,0,1
2018,1,1,1,1,1,1
2019,0,1,1,1,1,1
2020,1,0,1,1,1,0
2021,1,1,1,1,1,1
2022,1,0,0,1,1,1
2023,0,0,1,1,0,0
2024,0,0,0,0,0,0
2025,1,0,1,1,1,1
2026,0,0,0,0,1,0
2027,0,0,0,0,1,0
2028,1,1,1,1,1,1
2030,0,1,1,1,0,0
2031,0,1,1,0,0,1
2032,0,0,1,1,0,1
2034,1,0,1,1,0,0
2035,1,1,1,0,1,1
2036,1,1,1,1,1,1
2037,1,1,1,1,1,1
2038,1,0,0,1,1,1
2039,0,1,1,1,1,1
2040,0,1,1,1,0,0
2041,0,1,0,1,1,1
2042,1,0,1,0,0,1
2043,1,1,1,0,1,1
2044,1,0,1,1,1,1
2045,1,1,1,0,1,1
2046,1,0,1,1,1,1
2047,0,1,0,0,0,0
2048,1,0,1,1,1,1
2049,1,1,1,1,0,0
2050,0,0,0,1,1,1
2051,1,1,1,1,1,1
2052,1,1,1,1,1,1
2054,0,1,1,1,0,1
2056,0,0,0,1,1,1
2057,1,1,1,0,0,1
2058,1,1,1,1,1,1
2059,0,1,1,1,1,0
2060,1,1,1,1,1,1
2061,1,1,1,0,1,1
2062,0,1,0,1,0,0
2063,1,0,1,1,1,1
2064,0,0,0,0,0,0
2065,1,0,1,1,1,1
2066,1,0,1,0,1,0
2067,1,1,1,1,1,1
2068,0,1,0,0,0,1
2069,1,0,1,1,1,1
2071,1,1,1,1,1,1
2072,1,1,1,1,1,1
2073,1,0,0,0,0,0
2074,0,0,0,1,1,1
2075,0,0,1,1,0,0
2076,1,1,1,1,1,1
2077,0,0,1,0,0,1
2078,0,0,0,1,0,0
2079,1,0,0,1,1,1
2080,1,1,1,1,1,1
2081,1,1,1,0,1,1
2082,1,0,1,1,0,0
2084,0,1,0,1,0,0
2085,1,1,1,1,0,1
2086,1,0,1,1,1,1
2087,1,0,0,0,1,0
2088,0,0,0,0,0,0
2089,0,0,1,1,1,1
2090,0,1,1,1,1,1
2091,1,1,1,0,0,0
2092,1,1,1,1,1,1
2093,0,0,0,1,0,1
2094,0,0,0,1,0,1
2095,1,1,1,1,1,1
2096,0,1,1,0,0,0
2097,0,1,0,0,0,0
2098,1,0,1,1,1,1
2099,1,1,1,1,1,1
2100,1,0,0,1,0,1
2102,0,0,0,1,0,0
2103,1,1,1,1,0,0
2104,0,0,0,0,1,0
2106,0,0,0,1,1,0
2107,0,0,0,1,0,1
2108,1,1,1,1,1,1
2109,1,1,0,1,1,0
2110,1,0,1,1,1,1
2111,1,0,1,1,1,1
2113,1,0,0,1,0,0
2114,1,0,1,1,1,1
2115,0,0,1,1,0,0
2116,1,0,1,1,1,1
2118,1,1,1,1,0,0
2119,1,1,0,0,1,0
2120,0,0,0,1,0,1
2121,1,0,1,1,1,1
2122,1,1,1,1,1,1
2123,0,1,0,1,1,1
2124,1,1,1,1,1,1
2125,0,0,0,1,0,0
2126,1,0,1,1,0,1
2127,0,1,1,1,1,0
2128,0,1,0,0,0,0
2129,1,0,1,1,1,1
2131,1,0,0,1,0,0
2132,0,0,1,1,1,1
2133,1,1,1,1,1,1
2134,1,1,1,1,1,1
2135,0,1,0,0,0,0
2137,1,1,1,1,1,1
2138,0,0,0,1,1,0
2139,1,1,1,1,1,1
2141,0,1,1,1,0,1
2142,0,0,1,1,0,0
2143,1,0,0,1,1,0
2144,1,0,0,1,1,1
2146,0,0,0,0,0,1
2147,0,0,1,1,1,0
2148,1,0,1,1,0,1
2149,0,0,0,0,0,0
2150,0,0,0,1,0,0
2151,0,1,1,0,0,0
2152,0,0,0,1,1,1
2153,0,0,0,1,1,1
2154,1,1,1,0,0,0
2155,1,0,1,0,1,1
2156,1,1,1,1,1,1
2157,0,0,0,0,0,0
2158,1,1,1,1,1,1
2159,1,1,1,1,1,1
2160,0,1,1,0,0,0
2161,1,1,1,1,1,1
2162,0,0,1,1,1,0
2163,0,0,0,0,0,0
2164,0,0,0,1,1,1
2165,1,1,1,1,1,1
2166,0,1,1,1,1,0
2167,0,0,0,0,1,0
2169,1,1,1,1,1,0
2170,1,1,1,1,1,1
2171,0,0,0,0,0,0
2172,0,0,0,0,1,0
2173,1,1,1,1,1,1
2174,0,1,0,0,0,1
2175,0,0,1,1,1,1
2176,1,1,1,1,0,0
2177,0,0,1,1,0,0
2178,0,1,1,0,0,0
2179,1,1,1,1,1,1
2181,0,1,1,1,1,1
2182,1,1,1,1,0,1
2183,1,1,1,1,0,1
2185,0,1,1,1,1,1
2186,0,0,0,1,0,0
2187,1,1,1,1,1,1
2188,1,1,1,1,1,1
2189,0,1,1,1,1,1
2190,1,1,0,1,1,1
2191,0,0,1,0,0,0
2193,1,1,1,1,1,1
2195,0,1,0,0,0,0
2197,0,1,0,0,0,0
2200,1,0,1,0,0,1
2201,0,1,1,0,1,0
2202,1,1,1,1,0,1
2203,1,0,0,0,0,0
2204,0,1,1,1,0,0
2205,1,0,1,1,1,1
2206,0,1,1,1,0,0
2207,1,0,1,1,1,1
2209,1,1,1,1,1,1
2210,1,1,1,1,1,1
2211,0,1,1,1,1,0
2212,0,1,1,1,1,0
2213,0,0,1,1,0,1
2214,1,0,1,1,1,1
2215,0,1,1,1,0,0
2217,0,1,1,1,1,1
2218,1,0,1,1,1,1
2219,1,0,1,1,0,0
2221,0,0,0,0,1,1
2222,1,1,1,1,1,1
2223,1,1,1,1,0,0
2224,0,0,1,0,1,1
2225,0,1,0,1,1,0
2226,1,1,1,1,1,1
2227,0,0,0,1,1,0
2228,1,0,1,1,1,1
2229,1,1,1,1,1,1
2230,1,1,1,1,0,0
2232,1,1,1,1,1,1
2233,0,0,0,0,0,0
2234,1,1,1,1,1,1
2235,0,0,1,1,0,0
2236,1,0,1,1,0,0
2237,0,0,0,0,1,0
2238,0,1,1,1,1,1
2239,0,1,0,1,0,0
2240,1,1,1,1,1,1
2242,1,0,1,1,1,1
2243,0,0,0,1,1,0
2244,1,1,1,1,1,1
2245,0,0,1,0,0,0
2246,1,1,1,1,1,1
2247,1,1,1,1,1,1
2248,0,0,1,1,1,0
2249,0,0,1,1,1,1
2250,0,0,0,0,0,0
2251,1,1,1,0,0,0
2252,1,1,1,1,1,1
2253,1,0,1,0,1,1
2254,1,1,1,1,1,1
2255,0,0,0,1,1,1
2256,1,1,1,1,1,0
2257,1,1,1,1,1,1
2259,1,0,0,0,0,0
2260,0,0,0,1,1,1
2261,1,1,1,1,1,1
