ID,abort,church,gay,imm,tax,temp
141,0,0,0,0,0,0
142,0,1,1,0,0,1
144,1,0,1,1,0,0
145,0,1,0,1,0,0
146,0,1,1,1,1,0
148,1,0,0,1,1,1
150,1,1,0,1,1,1
151,1,0,1,1,1,1
152,0,0,0,1,1,1
153,1,1,1,1,1,1
154,1,0,0,1,1,1
156,0,1,0,0,1,0
157,0,0,1,1,1,1
158,0,1,1,1,0,0
159,0,0,0,1,1,0
160,0,0,0,1,0,0
161,0,1,0,1,1,1
163,1,1,1,1,1,1
164,0,1,0,1,0,0
165,1,0,1,1,1,1
166,0,0,1,1,1,0
170,1,0,0,0,1,1
171,1,0,1,1,1,0
174,1,0,1,1,1,1
176,0,0,0,1,1,0
177,0,0,1,1,0,0
178,0,0,1,1,0,0
179,0,0,1,0,1,0
181,0,0,1,1,1,0
182,0,0,0,1,0,0
183,0,0,1,1,0,1
184,1,0,1,1,1,0
185,0,0,1,0,1,1
186,1,1,1,1,1,1
187,0,0,1,1,1,0
188,1,1,1,1,0,0
190,1,0,1,1,1,1
191,0,1,0,0,1,0
192,1,0,1,1,1,1
193,1,0,1,1,1,0
194,0,1,1,0,1,0
195,0,1,1,1,0,1
196,1,0,0,0,1,1
197,1,1,1,0,1,1
198,1,0,0,1,1,1
200,0,1,0,0,0,0
201,0,1,0,0,1,0
202,1,0,1,0,1,1
203,0,0,1,1,1,1
205,1,0,0,0,1,0
206,1,0,1,1,0,1
208,1,0,1,1,1,1
210,0,0,0,1,1,0
212,0,1,0,0,0,0
213,0,0,0,1,1,0
214,0,0,0,1,1,0
215,1,1,1,0,1,1
217,1,0,1,1,1,1
218,0,0,0,0,1,0
219,0,0,0,0,0,0
220,0,0,1,1,1,1
221,0,0,1,1,1,1
222,1,0,1,1,1,0
223,1,0,1,0,1,0
224,0,0,0,1,0,0
225,1,1,1,0,1,1
226,0,0,1,1,1,1
228,0,0,0,1,0,0
229,0,1,0,0,1,0
230,1,1,1,1,1,0
231,0,1,1,1,1,0
232,0,1,1,1,1,0
233,0,0,0,0,1,0
234,0,0,1,1,1,1
235,1,1,1,1,1,1
236,0,0,1,1,0,1
239,1,1,0,1,1,0
240,1,1,1,1,1,1
241,1,0,1,1,1,1
242,0,0,1,1,1,0
243,0,1,0,1,1,0
244,1,0,0,0,1,0
245,1,0,1,1,1,1
246,1,0,1,1,1,1
247,0,0,1,0,1,0
248,0,0,0,1,0,0
250,0,0,0,0,0,0
251,0,0,0,1,1,1
252,0,0,0,0,0,0
253,1,0,1,1,1,1
255,0,0,1,1,1,0
256,1,0,1,1,1,0
258,1,1,1,1,1,1
259,1,0,1,0,0,0
260,1,1,1,1,1,0
261,0,1,1,0,0,0
262,1,0,1,0,1,1
264,0,0,0,0,1,0
265,1,0,1,0,0,1
267,1,1,1,1,1,0
268,0,1,0,1,1,0
269,0,0,1,1,0,1
271,0,0,1,0,0,0
272,1,0,1,1,1,0
273,1,1,1,0,1,0
274,1,0,1,1,0,0
276,1,1,1,1,1,1
278,0,1,1,1,0,0
279,0,0,0,0,1,0
280,1,1,1,1,1,1
281,0,1,1,1,1,1
282,1,1,0,0,1,1
283,1,0,1,1,1,0
284,1,0,1,0,1,1
285,0,1,0,1,1,0
287,0,0,0,0,0,0
288,1,0,1,1,1,1
289,0,0,1,1,1,0
291,0,1,0,1,1,1
292,0,0,0,0,0,0
293,1,0,1,1,1,1
295,0,0,0,1,0,0
296,1,1,1,1,1,1
297,0,1,1,1,1,0
298,1,0,1,1,1,0
300,0,0,0,1,1,0
302,0,0,1,1,1,1
303,0,0,0,0,0,0
305,0,0,0,0,0,0
306,0,0,0,1,0,0
307,0,1,1,1,1,1
308,0,1,1,1,1,1
309,0,0,0,1,0,0
310,0,1,0,0,0,1
311,0,0,1,1,1,0
312,0,0,1,0,1,1
314,0,0,0,0,0,0
315,1,0,1,1,1,1
318,0,0,0,0,0,0
319,1,0,0,0,0,0
320,0,0,0,0,0,0
321,1,0,0,1,1,1
322,0,0,1,1,1,0
323,0,0,1,0,1,1
325,1,0,1,1,1,1
327,1,1,1,1,1,1
328,0,0,0,1,0,0
329,0,1,1,1,0,0
330,0,0,0,1,1,1
331,0,0,1,1,0,0
332,0,1,1,1,1,1
334,0,1,0,0,1,0
337,1,1,1,1,1,1
338,0,1,0,1,0,0
339,1,1,0,0,1,0
340,0,0,0,1,1,1
341,1,0,1,0,1,1
342,1,0,1,0,1,1
343,0,1,0,0,0,0
344,0,0,0,1,0,0
345,0,1,0,0,1,0
346,1,1,1,0,1,0
347,0,0,0,0,0,0
348,1,0,1,1,1,0
349,1,0,1,1,1,0
350,0,0,1,1,1,0
351,1,1,1,1,1,0
352,1,1,1,1,1,1
353,1,1,1,1,1,1
357,0,0,0,1,0,0
358,0,0,1,0,1,0
359,1,1,1,1,1,1
360,1,0,1,1,1,0
362,1,1,1,1,1,1
363,0,0,0,1,0,0
364,0,0,0,1,0,0
365,1,0,0,1,1,1
367,1,0,0,0,1,1
368,0,0,0,1,1,1
369,0,0,0,1,1,1
370,0,1,0,1,1,0
372,0,1,1,0,1,0
374,0,0,0,1,1,0
376,0,0,1,1,0,0
377,0,0,1,0,1,0
378,1,0,1,1,1,0
379,0,0,1,1,0,0
380,0,0,1,1,1,1
381,0,1,1,1,1,0
382,1,1,1,1,1,1
383,1,0,1,1,0,0
384,1,0,1,1,1,1
385,1,1,1,1,1,1
386,0,0,0,1,1,0
387,0,0,1,0,1,0
389,0,0,0,1,1,1
390,1,0,1,1,1,0
391,0,1,0,1,1,1
392,1,0,0,1,0,0
394,1,0,1,1,1,1
396,1,1,1,1,1,0
397,0,1,1,1,1,0
398,1,0,1,1,1,1
399,0,1,0,0,0,0
400,0,1,0,0,1,1
401,0,1,1,1,0,0
402,1,0,1,1,1,0
403,1,1,1,1,1,0
404,1,0,1,1,1,1
406,1,0,1,1,1,1
409,1,0,1,1,1,0
410,1,1,1,1,1,1
411,1,0,1,1,1,1
412,0,1,0,1,1,1
413,0,0,0,0,1,0
414,1,0,1,1,0,0
415,1,0,1,1,0,0
419,1,0,1,1,1,1
420,1,0,1,1,1,1
421,1,1,1,1,1,1
422,0,1,1,1,1,1
423,1,0,1,1,1,0
424,1,0,1,1,1,1
425,0,1,1,0,0,0
426,0,0,0,0,1,0
427,1,0,1,1,1,1
428,1,0,1,1,1,1
429,1,0,1,1,1,0
430,1,0,1,0,1,0
431,0,0,0,0,0,0
432,1,1,1,1,1,1
433,0,0,1,1,1,0
435,1,0,1,1,1,1
436,0,1,1,1,0,0
437,1,1,1,0,0,0
438,0,0,0,1,1,0
439,1,1,0,0,1,0
440,1,0,1,1,1,1
442,0,0,1,1,1,0
443,0,0,0,1,1,1
444,1,1,1,1,1,1
445,0,1,0,0,1,0
446,1,1,1,1,1,1
447,0,0,1,0,1,1
448,1,1,1,1,1,0
450,0,0,0,1,1,0
451,0,0,0,0,1,0
452,1,0,1,1,0,1
453,1,0,1,1,1,1
455,1,0,1,1,1,1
458,0,1,0,0,1,1
459,1,1,0,1,1,1
460,1,0,1,1,1,1
461,1,0,1,1,1,1
463,1,1,1,1,0,1
464,0,0,1,1,1,1
465,1,0,1,1,0,1
466,1,1,1,1,1,1
467,0,0,1,0,0,1
468,1,1,1,1,1,1
469,1,1,0,1,0,0
470,1,0,1,1,1,1
471,0,0,0,0,1,1
472,1,0,0,0,1,0
473,0,0,0,0,1,0
474,1,1,1,1,1,1
475,0,0,0,0,1,0
476,0,0,0,0,1,0
477,1,0,1,1,0,0
478,0,0,0,1,1,1
479,0,0,0,0,1,0
480,0,0,0,1,1,1
481,1,0,1,1,1,1
483,0,0,1,1,1,0
484,1,0,1,1,0,1
485,1,1,0,1,1,0
487,1,1,1,1,1,1
488,0,0,1,1,0,0
489,1,1,1,1,1,1
490,0,0,0,0,0,1
493,1,0,1,0,0,0
494,1,1,1,1,1,1
495,1,0,1,1,1,1
496,0,0,0,1,1,0
497,0,0,1,0,1,1
498,0,0,1,1,1,0
501,1,0,1,0,1,1
502,0,0,0,1,1,0
504,1,1,1,1,1,1
506,0,0,1,1,1,1
507,0,0,0,0,1,0
508,1,0,1,1,1,1
509,1,0,1,1,1,1
512,0,0,0,1,0,0
513,0,0,0,1,1,0
514,1,0,1,1,1,0
516,0,0,0,0,1,0
519,0,0,0,1,0,0
520,0,0,0,1,0,0
521,1,1,1,1,1,1
522,1,1,1,0,1,0
523,0,1,0,1,0,0
524,0,0,0,1,0,0
525,1,1,1,1,1,1
526,0,0,0,1,0,0
527,0,0,1,1,1,1
528,1,1,1,1,1,0
529,1,0,1,1,1,1
531,1,1,1,0,1,1
532,1,0,1,1,1,1
534,0,1,0,1,0,0
535,0,0,1,0,0,0
536,0,1,1,1,1,0
537,0,0,1,1,1,0
540,1,1,0,1,0,1
541,1,1,0,1,0,0
543,0,1,1,1,0,1
544,0,0,1,1,1,1
545,1,1,1,1,1,1
546,0,0,0,1,1,1
548,0,0,1,1,1,1
550,0,0,0,0,0,0
552,1,0,1,1,1,1
554,1,0,1,1,0,1
555,1,1,1,1,1,1
559,1,1,1,0,1,1
560,1,1,0,0,0,0
561,1,0,1,1,1,0
562,1,1,1,1,1,1
563,1,0,1,0,1,1
564,1,1,1,1,1,1
565,0,0,1,1,1,0
566,0,0,0,1,0,0
567,0,0,0,1,1,1
568,1,0,1,0,1,0
569,1,1,1,1,1,1
571,0,1,0,0,1,1
572,0,0,0,1,0,0
573,0,1,1,0,1,1
574,0,0,0,1,0,0
575,1,1,1,1,1,1
576,0,1,1,1,0,0
577,0,0,1,1,1,1
578,0,0,0,0,1,1
579,1,1,1,1,1,1
581,0,1,1,0,1,1
582,0,0,1,1,1,1
583,0,1,0,0,0,1
584,0,0,0,0,0,0
585,0,0,1,0,1,0
586,0,0,1,0,0,1
587,1,0,1,1,1,1
588,0,1,0,1,0,0
589,0,0,1,0,1,1
590,1,1,1,1,1,1
591,1,1,1,1,1,1
592,0,0,1,1,1,1
593,0,0,0,0,1,0
595,1,0,1,1,1,1
596,1,1,1,1,0,0
597,0,0,0,0,1,0
598,0,1,1,1,1,1
599,1,0,1,1,1,1
600,1,1,1,1,1,1
601,0,1,1,0,1,0
602,1,1,1,1,1,1
603,1,0,1,1,0,1
604,0,0,0,0,1,0
605,1,0,0,1,1,0
606,0,1,1,1,0,0
607,0,0,0,0,0,0
608,1,0,0,1,1,1
609,1,0,1,1,1,1
610,0,0,0,1,1,0
612,1,1,1,0,0,1
613,1,0,0,0,1,0
614,1,1,1,1,1,1
615,1,1,0,1,0,0
616,1,1,1,1,1,1
617,0,0,0,1,1,0
618,0,0,0,0,0,0
619,1,1,1,1,0,1
620,1,1,1,1,0,1
621,0,0,0,0,1,0
622,0,0,0,1,0,0
623,0,0,1,1,1,1
624,1,0,0,1,1,0
627,1,0,1,1,1,1
628,1,1,0,0,1,1
629,0,1,0,1,1,1
630,1,1,1,1,1,1
631,0,1,1,1,0,0
632,0,1,1,1,1,1
633,0,0,0,1,0,0
635,1,0,0,1,1,0
636,0,1,1,0,0,0
637,0,0,1,1,1,1
639,1,0,1,1,1,1
642,1,0,0,1,0,1
643,1,1,1,1,1,1
645,1,1,1,1,0,0
646,0,0,0,1,1,1
647,0,1,1,1,1,1
648,1,1,1,1,1,0
649,0,0,0,1,0,0
650,0,0,0,0,1,0
651,0,0,0,1,1,0
652,1,0,1,1,1,1
653,0,0,1,1,0,0
654,1,0,0,1,1,1
656,0,0,1,0,0,0
657,0,0,0,1,1,1
658,1,0,0,1,0,0
659,1,1,1,1,0,1
660,0,0,0,1,1,0
663,1,0,1,1,1,1
664,0,0,0,1,0,0
666,1,0,0,1,1,0
667,1,1,1,0,0,1
668,0,0,0,0,1,1
669,1,1,1,1,1,1
670,0,0,1,1,0,0
671,0,0,0,0,0,0
672,0,0,1,0,0,1
673,1,1,0,1,0,0
674,1,0,0,1,1,1
675,1,1,1,1,1,1
676,1,1,1,1,1,1
677,0,0,0,1,0,0
678,1,0,0,1,1,1
679,1,0,1,0,1,0
680,1,1,1,1,1,1
681,1,0,1,1,1,1
684,1,1,1,1,1,1
685,1,1,1,0,1,1
686,0,0,0,1,0,0
687,0,0,1,1,1,0
688,0,1,1,1,1,1
689,1,1,1,1,1,1
691,1,1,1,1,1,1
692,0,0,1,0,0,0
694,1,0,1,1,1,1
695,0,1,1,1,1,1
697,0,0,1,0,1,1
698,0,0,0,1,0,0
699,0,0,0,0,1,0
700,1,0,1,1,1,1
701,1,1,1,1,1,1
702,1,0,1,1,1,1
703,1,0,1,0,1,1
704,1,1,1,1,1,1
705,1,1,1,1,0,1
706,0,1,1,1,1,0
707,1,1,1,1,1,1
709,1,1,1,1,1,1
711,0,0,0,1,0,0
712,0,0,0,0,0,0
713,0,1,0,1,1,0
714,1,1,1,0,0,1
715,0,0,0,0,0,0
716,0,0,0,1,0,1
717,0,0,1,1,1,1
718,1,1,1,1,1,1
719,0,0,0,1,1,0
720,1,0,0,1,1,1
721,0,0,0,1,0,0
723,0,0,1,1,0,0
724,0,0,0,0,1,0
725,0,0,0,0,1,1
726,0,0,0,1,0,0
727,0,0,0,0,1,0
728,0,0,0,0,1,0
729,0,0,1,1,0,0
731,0,1,1,0,1,1
733,1,1,1,1,1,0
734,1,1,0,0,1,1
735,0,0,0,1,1,0
736,0,0,1,1,1,1
739,1,1,1,0,1,1
740,0,1,0,0,1,0
741,1,1,1,1,1,1
743,1,1,1,1,1,1
744,0,0,0,1,1,1
745,1,1,1,1,1,1
746,0,0,0,0,1,0
747,1,0,1,1,1,1
748,1,0,1,0,0,0
749,0,0,1,0,0,1
751,1,1,1,1,0,0
752,1,1,1,1,1,1
753,0,0,1,0,0,1
754,0,0,0,1,0,1
756,0,0,1,1,1,0
757,1,1,0,1,1,0
758,0,1,1,1,1,1
759,0,1,1,0,0,0
760,0,1,0,1,1,0
761,1,1,1,1,1,0
762,0,0,1,1,0,0
763,1,0,1,0,1,0
764,1,1,1,1,1,1
765,1,1,0,1,0,0
766,0,0,0,0,1,1
767,0,0,0,0,0,0
768,0,0,0,0,1,0
769,1,1,1,1,1,0
770,1,1,1,1,1,1
771,1,1,1,0,1,0
772,0,1,1,1,1,1
773,1,0,1,1,1,1
774,1,1,1,0,0,0
775,0,0,0,1,1,0
777,0,0,1,0,1,0
779,1,0,1,0,0,0
780,0,0,0,0,1,1
781,1,1,1,1,1,1
782,0,0,0,0,0,0
783,0,0,0,1,1,1
784,0,0,1,1,1,0
786,0,0,1,0,0,0
787,1,1,1,1,1,1
788,0,0,1,0,1,1
789,0,0,1,0,1,0
790,1,1,1,1,1,0
791,1,1,1,1,0,1
792,0,0,0,1,0,0
793,0,0,0,1,1,1
794,1,0,0,1,1,0
795,1,1,1,0,0,0
797,0,0,0,1,1,1
798,0,0,1,1,1,0
799,1,1,1,1,1,0
800,1,0,0,1,1,1
801,1,1,1,1,1,1
802,1,1,1,1,1,1
803,1,1,0,1,1,1
804,0,1,1,1,1,1
805,0,0,0,1,1,0
806,0,0,0,0,0,0
807,1,1,1,1,1,1
808,0,0,1,0,1,0
809,0,0,0,1,0,0
810,1,0,1,1,1,1
811,0,0,0,0,0,0
812,0,0,0,1,1,0
813,1,0,1,1,1,1
815,1,1,1,0,1,0
816,1,1,1,1,0,1
817,0,0,1,1,1,1
818,0,0,0,1,0,0
819,1,1,1,1,0,1
820,1,0,1,1,1,1
821,1,0,1,1,1,0
822,1,1,1,1,1,1
823,1,1,1,1,1,1
824,1,0,1,1,0,1
826,1,0,1,0,0,1
827,1,1,1,1,1,1
828,1,0,0,0,0,0
829,0,1,0,0,0,0
831,0,0,0,1,1,0
832,1,0,0,0,1,0
833,1,1,1,1,1,1
835,1,1,1,1,1,0
836,1,1,1,1,1,0
837,0,0,0,1,1,0
838,0,0,0,0,1,1
839,1,1,1,1,1,1
840,0,0,0,1,1,0
841,1,0,0,0,0,0
842,0,1,0,0,0,0
843,1,0,0,0,1,0
844,1,1,1,1,1,1
846,1,0,1,0,1,1
847,1,1,1,1,0,1
848,0,0,0,1,1,0
850,0,0,0,0,1,0
851,0,0,1,0,1,1
852,0,1,1,0,1,0
853,1,1,1,1,1,1
854,1,0,0,1,1,0
855,1,1,1,1,1,1
856,1,1,1,1,0,0
857,1,0,1,0,1,1
858,0,1,1,0,0,0
860,0,0,0,1,1,1
861,0,0,1,1,1,0
862,0,0,1,0,1,1
863,0,0,0,1,0,1
864,0,0,0,1,0,1
865,1,0,1,0,1,1
866,1,1,0,1,1,1
867,0,0,0,1,1,1
868,1,1,1,1,1,1
869,0,0,0,0,1,0
870,0,0,0,1,1,1
871,1,0,0,1,1,0
872,1,0,1,1,1,0
873,0,0,0,0,1,0
874,0,0,0,0,1,1
875,1,1,1,1,1,1
876,1,0,0,1,1,1
877,1,0,1,1,1,1
879,1,1,0,0,0,1
881,1,0,1,1,0,1
883,0,0,0,1,1,1
884,0,0,0,1,1,1
885,0,0,0,1,1,0
886,0,1,0,1,0,1
887,0,0,0,1,1,0
889,0,0,0,0,0,0
890,1,1,1,1,0,1
892,1,1,1,1,0,1
893,1,1,1,1,1,1
894,0,0,1,1,1,0
895,1,0,1,1,1,1
896,0,0,1,0,1,1
897,0,0,0,0,1,0
899,0,0,0,1,0,0
900,1,1,1,1,1,1
901,1,1,1,1,1,1
903,0,0,0,0,1,0
904,1,0,1,1,1,1
905,1,1,1,1,1,1
906,0,0,0,1,1,0
907,0,0,1,1,1,1
908,1,1,1,1,1,1
909,1,0,1,1,1,1
910,1,1,1,1,1,1
912,0,0,0,1,1,1
913,0,0,0,1,0,0
914,0,0,0,1,0,0
915,1,1,1,1,1,0
917,0,0,0,1,1,1
918,1,1,1,0,0,1
919,1,1,1,1,1,1
920,0,1,1,1,1,1
921,0,0,0,1,1,1
922,0,1,1,0,1,0
923,0,1,0,0,0,1
924,0,0,0,0,0,0
925,1,1,1,1,1,1
926,1,1,1,1,1,1
927,0,0,0,0,0,1
929,1,0,1,1,1,1
930,0,1,0,0,1,1
931,0,0,0,1,0,0
932,0,0,0,0,1,1
933,0,0,0,1,1,0
936,0,0,1,0,0,0
938,1,0,1,1,1,0
939,0,1,1,1,0,0
940,0,0,0,1,0,0
941,1,0,1,1,1,0
942,0,0,0,1,1,0
943,1,1,1,1,1,1
944,0,0,0,0,0,0
946,1,1,1,1,1,1
949,0,1,1,0,1,0
950,0,1,1,1,0,1
951,0,1,0,0,1,1
952,0,0,0,0,0,0
953,0,1,1,1,0,0
954,0,0,0,0,0,0
955,0,0,0,0,1,0
956,1,1,1,1,1,1
957,1,0,1,0,0,0
958,0,1,0,0,1,0
959,1,1,1,0,1,0
961,0,1,1,0,1,0
962,1,0,1,1,1,1
963,1,0,1,1,1,1
964,1,1,1,0,0,0
966,1,0,0,1,1,1
967,1,1,0,1,1,0
968,0,0,1,1,1,1
969,0,0,0,0,0,0
970,1,1,1,1,1,0
971,1,0,1,1,1,1
972,0,0,0,1,0,0
973,1,0,1,1,1,1
974,1,0,1,1,1,1
976,0,0,1,1,1,1
978,0,0,0,1,0,0
981,1,0,0,1,1,1
983,0,1,0,1,0,0
984,0,0,0,0,1,0
985,1,1,1,1,1,1
986,0,0,0,1,0,1
987,1,1,1,1,1,0
988,0,0,1,1,1,1
989,1,1,1,1,1,1
990,1,1,1,0,1,1
991,1,1,1,1,1,1
992,0,1,1,1,1,1
994,1,0,1,0,1,1
995,0,0,1,1,1,0
996,0,0,0,0,1,0
997,1,1,0,1,1,1
998,1,0,1,0,0,0
999,0,0,1,1,0,0
1000,1,1,1,1,1,1
1001,1,0,0,1,1,0
1003,0,0,1,0,1,1
1005,1,0,1,1,0,0
1006,0,0,1,0,1,1
1007,0,0,0,1,1,0
1008,0,0,1,1,1,1
1009,0,0,0,1,0,1
1010,0,0,0,0,0,0
1011,0,1,0,0,0,0
1012,1,0,0,0,0,0
1013,0,0,0,0,1,0
1014,1,0,0,1,1,1
1016,0,0,0,0,1,0
1017,1,0,1,1,0,0
1018,1,0,1,1,0,1
1019,0,0,0,0,1,1
1020,1,1,1,1,1,1
1021,1,0,1,1,1,1
1022,1,1,1,1,1,1
1023,1,0,0,1,0,0
1024,1,1,1,0,1,0
1025,0,0,0,1,0,0
1027,0,0,0,0,0,0
1028,0,0,0,1,1,1
1029,1,0,1,1,0,0
1032,0,0,1,1,0,0
1033,1,1,1,1,1,1
1034,0,0,0,1,0,1
1036,0,0,0,1,1,1
1037,0,1,1,1,0,1
1038,1,1,1,1,1,1
1039,0,1,1,1,1,0
1040,0,0,1,1,1,0
1041,0,1,1,0,1,1
1042,0,0,0,1,0,0
1043,0,0,0,0,0,0
1044,0,0,0,0,0,0
1045,1,1,1,0,1,1
1047,1,0,1,1,1,1
1048,0,0,0,0,0,0
1049,0,0,0,1,0,0
1050,1,1,1,1,0,1
1051,0,0,0,0,0,0
1052,0,0,0,1,0,0
1053,1,1,1,1,1,1
1054,0,0,1,1,0,0
1055,1,1,1,1,0,1
1056,1,1,1,0,1,0
1057,1,1,1,1,1,1
1058,0,0,0,1,0,0
1059,0,0,1,0,1,0
1060,1,1,1,1,1,0
1061,1,1,1,1,1,1
1062,1,0,1,1,1,1
1063,1,1,1,1,0,1
1064,1,1,1,0,1,1
1065,1,1,1,1,1,1
1066,0,1,0,0,0,0
1068,0,0,0,1,1,1
1069,1,0,0,0,1,1
1070,0,1,1,0,1,0
1071,0,1,1,0,0,1
1072,0,0,0,1,0,0
1073,0,0,0,0,0,1
1074,0,0,0,1,0,0
1075,1,1,1,1,1,1
1076,1,1,1,1,0,1
1077,0,0,1,1,1,1
1080,1,0,1,1,0,0
1081,0,0,1,1,0,1
1082,0,0,0,0,1,1
1083,0,0,0,1,0,0
1084,0,0,1,0,0,0
1085,1,1,0,0,0,0
1086,0,0,0,0,0,0
1087,1,1,1,1,1,1
1088,0,0,1,1,0,0
1090,1,1,1,0,1,0
1093,1,0,1,1,1,0
1094,1,1,0,1,1,0
1096,0,0,0,0,0,0
1097,0,0,1,1,1,0
1098,0,1,0,1,1,1
1099,1,1,1,1,1,1
1100,1,1,1,1,1,0
1101,0,1,1,1,1,0
1102,0,0,0,0,0,1
1103,0,0,1,0,0,1
1104,1,1,1,1,1,1
1106,1,1,1,0,1,1
1107,0,0,0,0,1,0
1108,1,0,1,1,1,1
1109,1,0,0,1,1,0
1110,0,1,0,0,1,1
1111,0,0,1,1,1,1
1112,0,0,0,0,1,1
1113,1,1,1,1,1,1
1114,0,0,1,0,0,0
1115,0,1,1,1,1,0
1116,0,0,0,0,1,1
1117,1,1,1,1,1,1
1118,0,0,1,1,1,1
1119,1,1,1,0,0,1
1120,0,1,1,1,1,1
1121,0,0,0,0,0,0
1122,1,1,1,1,1,1
1123,0,0,0,1,1,1
1125,1,1,1,1,1,1
1126,0,0,0,1,0,0
1127,1,0,1,1,1,1
1128,1,0,1,1,0,0
1129,0,1,1,1,1,1
1130,1,1,1,1,1,1
1131,1,1,1,1,1,1
1132,1,1,1,1,1,1
1134,1,0,1,1,1,0
1135,0,0,1,1,1,1
1136,0,0,0,0,0,0
1137,1,1,0,1,0,0
1139,1,1,1,1,0,1
1140,1,1,1,1,1,1
1141,0,0,1,0,1,0
1142,1,1,1,1,1,1
1143,1,1,1,1,1,1
1144,0,1,0,1,0,0
1145,0,0,1,0,1,1
1146,0,0,0,0,0,0
1147,1,0,1,0,1,0
1148,1,1,1,1,1,1
1149,0,0,1,1,1,1
1150,1,0,0,1,1,0
1152,1,1,1,1,1,0
1154,0,0,1,1,1,0
1156,0,0,0,0,0,0
1157,1,1,1,1,0,0
1158,0,0,1,0,1,0
1159,0,0,0,1,1,1
1160,1,0,1,1,1,0
1161,0,0,1,1,1,1
1162,0,0,0,1,0,0
1163,1,1,0,1,1,0
1164,0,1,1,0,1,1
1165,0,0,0,1,1,1
1166,0,1,0,0,1,0
1167,1,1,1,1,1,1
1169,1,1,1,1,1,1
1171,0,0,1,1,1,0
1172,0,0,0,0,0,0
1173,0,0,0,0,1,0
1174,0,0,0,0,0,0
1175,0,0,0,1,0,1
1176,1,1,1,1,1,1
1178,1,1,1,1,1,1
1179,0,0,0,1,1,0
1180,0,1,1,1,1,1
1181,0,0,0,1,1,0
1182,1,1,1,1,1,1
1183,1,1,1,1,1,1
1184,0,0,0,0,0,0
1185,0,0,0,0,1,0
1186,0,1,0,0,1,1
1187,1,1,1,0,0,0
1188,0,0,1,1,0,0
1189,0,1,1,1,1,1
1191,0,0,0,1,0,0
1192,1,1,1,0,1,0
1193,0,0,1,0,1,0
1194,0,0,0,1,0,0
1195,1,1,1,1,1,1
1196,1,0,1,1,1,1
1197,0,0,0,0,0,1
1198,1,0,0,1,1,0
1199,0,0,1,0,1,1
1200,1,1,1,1,1,1
1201,0,0,0,1,1,0
